111.430781,7.415534,0.192823,0.059868,1219834.380126,1.000000,0.02905656753,34745.29073
111.773299,7.353327,0.119886,0.049764,971004.787853,0.476544,0.009252309378,10247.5551
111.791498,7.434797,0.218090,0.079448,663075.507176,1.000000,0.02077160326,28347.8631
115.028708,8.170798,0.316397,0.095572,359125.147830,1.000000,0.05368624862,26794.72477
114.533674,8.280990,0.325501,0.064815,321092.653235,0.767606,0.02186679426,14614.03432
114.508571,7.427150,0.301060,0.062179,355389.004785,0.901557,0.01948252754,15541.09744
111.445344,6.773515,0.187808,0.046300,1259566.603528,1.000000,0.01559303047,27024.51958
111.773879,6.732271,0.129700,0.051430,1033045.584620,0.420076,0.01568567571,11670.36549
111.782288,6.834670,0.209862,0.063923,821262.958469,1.000000,0.0333016092,27183.80863
123.378192,8.170520,0.198332,0.044046,1106300.998455,1.000000,0.03479741352,23845.99794
123.035129,7.992304,0.392103,0.092547,697462.242177,0.973069,0.04364383265,61539.52788
122.172141,8.052872,0.223711,0.125885,532114.393197,0.000000,0.05726791012,16979.76653
107.232572,7.996854,0.267795,0.065621,360303.465092,0.736773,0.02994202401,13398.68288
121.262035,9.069086,0.222243,0.090582,160831.661022,0.000000,0.0519458181,3668.651784
108.457848,8.547953,0.234890,0.103506,187476.510234,0.443951,0.04181734152,7864.694769
129.643671,8.518363,0.383912,0.080613,141434.746697,1.000000,0.02593822244,10800.24784
115.744642,7.601542,0.279126,0.124506,381550.775500,0.329061,0.02737514846,20846.70779
113.358176,7.840453,0.247295,0.069385,253850.324359,1.000000,0.02209344764,10747.28772
119.165483,6.932090,0.297833,0.072780,163495.105908,0.826608,0.02084760876,7924.515528
117.197073,8.605359,0.346737,0.073615,248317.370557,1.000000,0.0263498013,15639.18001
116.797505,8.500428,0.309983,0.080715,202680.910470,1.000000,0.0178182114,12512.55315
110.368698,7.616766,0.318743,0.066488,155236.464865,0.826608,0.02988622863,7356.317715
112.592414,7.692700,0.348300,0.071679,171514.248109,1.000000,0.02831372374,10565.449
118.054635,7.427481,0.276554,0.068492,295496.440784,1.000000,0.01984367111,13810.58156
109.628652,7.120258,0.446805,0.059588,382317.502174,1.000000,0.04132124801,25115.46785
120.270735,8.728569,0.328498,0.060800,287869.186737,0.854795,0.02904038851,13072.41631
122.278358,10.692233,0.337140,0.094751,154252.764282,0.831936,0.03038312017,11053.08916
126.505476,8.995728,0.287071,0.080779,168532.397816,0.524917,0.02455507428,7165.577276
111.837517,7.993929,0.299958,0.085340,267145.274715,1.000000,0.01895552607,16873.29933
121.281283,8.296510,2.277413,0.031867,804929.014000,0.949625,0.06317472267,140212.8744
119.372347,8.125377,0.304485,0.110347,772901.973556,1.000000,0.03177944408,64075.36449
